Player ID,First Name,Last Name,Postion,Team Name
1789,Adam,Haluska,,New Orleans Pelicans
1790,JamesOn,Curry,,Chicago Bulls
1791,Ramon,Sessions,,Milwaukee Bucks
1792,Mike,Harris,,Houston Rockets
1793,Lance,Allred,,Cleveland Cavaliers
1794,Blake,Ahearn,,Miami Heat
1795,Kasib,Powell,,Miami Heat
1796,JJ,Hickson,,Cleveland Cavaliers
1797,Joe,Alexander,,Milwaukee Bucks
1798,Greg,Oden,C,Portland Trail Blazers
1799,Rudy,Fernandez,,Portland Trail Blazers
1800,Chris,Douglas-Roberts,,Brooklyn Nets
1802,Kyle,Weaver,,Oklahoma City Thunder
1803,Brandon,Rush,,Indiana Pacers
1804,Roy,Hibbert,,Indiana Pacers
1805,DeMarcus,Nelson,G,Golden State Warriors
1806,Anthony,Randolph,,Golden State Warriors
1807,Sean,Singletary,,Phoenix Suns
1808,Jason,Thompson,,Sacramento Kings
1809,Bobby,Brown,,Sacramento Kings
1810,Mike,Taylor,,LA Clippers
1811,O.J.,Mayo,G,Memphis Grizzlies
1812,Darrell,Arthur,,Memphis Grizzlies
1813,Hamed,Haddadi,,Memphis Grizzlies
1814,Joey,Dorsey,,Houston Rockets
1815,Roko,Ukic,,Toronto Raptors
1816,Alexis,Ajinca,,Charlotte Hornets
1817,Sonny,Weems,,Denver Nuggets
1818,Marreese,Speights,,Philadelphia 76ers
1819,Donte,Greene,,Sacramento Kings
1820,Walter,Sharpe,,Detroit Pistons
1821,Rob,Kurz,,Golden State Warriors
1822,Henry,Walker,,Boston Celtics
1823,Anthony,Morrow,,Golden State Warriors
1824,Othello,Hunter,,Atlanta Hawks
1825,Steven,Hill,,Oklahoma City Thunder
1826,Darnell,Jackson,,Cleveland Cavaliers
1827,Sun,Sun,,Los Angeles Lakers
1828,Jawad,Williams,,Cleveland Cavaliers
1829,Nathan,Jawai,,Toronto Raptors
1830,Cartier,Martin,,Charlotte Hornets
1831,Malik,Hairston,,San Antonio Spurs
1832,J.R.,Giddens,,Boston Celtics
1833,Trey,Johnson,,Cleveland Cavaliers
1834,Joe,Crawford,,New York Knicks
1835,Dontell,Jefferson,,Charlotte Hornets
1836,DJ,White,,Oklahoma City Thunder
1837,Chris,Hunter,,New York Knicks
1838,Rodrigue,Beaubois,,Dallas Mavericks
1839,David,Andersen,,Houston Rockets
1840,Chase,Budinger,,Houston Rockets
1841,Jermaine,Taylor,,Houston Rockets
1842,Lester,Hudson,,Boston Celtics
1843,DeJuan,Blair,,San Antonio Spurs
1844,AJ,Price,,Indiana Pacers
1845,Gerald,Henderson,,Charlotte Hornets
1846,Derrick,Brown,,Charlotte Hornets
1847,Jon,Brockman,,Sacramento Kings
1848,Eric,Maynor,,Utah Jazz
1849,Ty,Lawson,,Denver Nuggets
1850,Toney,Douglas,,New York Knicks
1851,Jordan,Hill,,New York Knicks
1852,Marcus,Landry,,New York Knicks
1853,Austin,Daye,,Detroit Pistons
1854,Hasheem,Thabeet,,Memphis Grizzlies
1855,Sam,Young,,Memphis Grizzlies
1856,Trey,Gilder,,Memphis Grizzlies
1857,Earl,Clark,,Phoenix Suns
1858,Terrence,Williams,,Brooklyn Nets
1859,Jonny,Flynn,G,Minnesota Timberwolves
1860,Brandon,Jennings,G,Milwaukee Bucks
1861,DaJuan,Summers,,Detroit Pistons
1862,Taylor,Griffin,,Phoenix Suns
1863,Tyler,Hansbrough,,Indiana Pacers
1864,Marcus,Thornton,,New Orleans Pelicans
1865,Jeff,Ayres,,Portland Trail Blazers
1866,Byron,Mullens,,Oklahoma City Thunder
1867,Sundiata,Gaines,,Utah Jazz
1868,Cedric,Jackson,,Cleveland Cavaliers
1869,Antonio,Anderson,,Oklahoma City Thunder
1870,Reggie,Williams,,Golden State Warriors
1871,Othyus,Jeffers,,Utah Jazz
1872,Alonzo,Gee,,Washington Wizards
1873,Oliver,Lafayette,,Boston Celtics
1874,Kenny,Hasbrouck,,Miami Heat
1875,Derrick,Caracter,,Los Angeles Lakers
1876,Devin,Ebanks,,Los Angeles Lakers
1877,Garret,Siler,,Phoenix Suns
1878,Armon,Johnson,,Portland Trail Blazers
1879,Luke,Babbitt,,Portland Trail Blazers
1880,Semih,Erden,,Boston Celtics
1881,Pooh,Jeter,,Sacramento Kings
1882,Nikola,Pekovic,,Minnesota Timberwolves
1883,Lazar,Hayward,,Minnesota Timberwolves
1884,Damion,James,,Brooklyn Nets
1885,Landry,Fields,G,New York Knicks
1886,Andy,Rautins,,New York Knicks
1887,Sherron,Collins,,Charlotte Hornets
1888,Dominique,Jones,,Dallas Mavericks
1889,Jeff,Adrien,,Golden State Warriors
1890,Jeremy,Evans,,Utah Jazz
1891,Gary,Forbes,,Denver Nuggets
1892,Jordan,Crawford,,Atlanta Hawks
1893,Xavier,Henry,,Memphis Grizzlies
1894,Larry,Sanders,,Milwaukee Bucks
1895,Omer,Asik,,Chicago Bulls
1896,Cole,Aldrich,,Oklahoma City Thunder
1897,James,Anderson,,San Antonio Spurs
1898,Gary,Neal,,San Antonio Spurs
1899,Manny,Harris,,Cleveland Cavaliers
1900,Trevor,Booker,,Washington Wizards
1901,Hamady,Ndiaye,,Washington Wizards
1902,Samardo,Samuels,,Cleveland Cavaliers
1903,Luke,Harangody,,Boston Celtics
1904,Kevin,Seraphin,,Washington Wizards
1905,Greivis,Vasquez,,Memphis Grizzlies
1906,Tiago,Splitter,,San Antonio Spurs
1907,Willie,Warren,,LA Clippers
1908,Elliot,Williams,,Portland Trail Blazers
1909,Solomon,Alabi,,Toronto Raptors
1910,Craig,Brackins,,Philadelphia 76ers
1911,Ben,Uzoh,,Brooklyn Nets
1912,Gani,Lawal,,Phoenix Suns
1913,Christian,Eyenga,,Cleveland Cavaliers
1914,Zabian,Dowdell,,Phoenix Suns
1915,Larry,Owens,,San Antonio Spurs
1916,Chris,Johnson,,Portland Trail Blazers
1917,Pape,Sy,,Atlanta Hawks
1918,Marcus,Cousin,,Utah Jazz
1919,Jerel,McNeal,,New Orleans Pelicans
1920,Patrick,Ewing,,New Orleans Pelicans
1921,Dexter,Pittman,,Miami Heat
1922,Marqus,Blakely,,Houston Rockets
1923,Justin,Harper,,Orlando Magic
1924,JaJuan,Johnson,,Boston Celtics
1925,Greg,Stiemsma,,Boston Celtics
1926,Josh,Harrellson,,New York Knicks
1927,Jerome,Jordan,,New York Knicks
1928,Travis,Leslie,,LA Clippers
1929,Trey,Thompkins,,LA Clippers
1930,Charles,Jenkins,,Golden State Warriors
1931,Jeremy,Tyler,,Golden State Warriors
1932,Andrew,Goudelock,,Los Angeles Lakers
1933,Norris,Cole,,Miami Heat
1934,Terrel,Harris,,Miami Heat
1935,Mickell,Gladness,,Miami Heat
1937,Josh,Selby,,Memphis Grizzlies
1939,Tyler,Honeycutt,,Sacramento Kings
1940,Vernon,Macklin,,Detroit Pistons
1941,Derrick,Williams,,Minnesota Timberwolves
1942,Malcolm,Lee,,Minnesota Timberwolves
1943,Nolan,Smith,,Portland Trail Blazers
1944,Darington,Hobson,,Milwaukee Bucks
1945,Cory,Higgins,,Charlotte Hornets
1946,Dennis,Horner,,Brooklyn Nets
1947,Chris,Singleton,,Washington Wizards
1948,Carldell,Johnson,,New Orleans Pelicans
1949,Ivan,Johnson,,Atlanta Hawks
1950,Chris,Wright,,Golden State Warriors
1951,Daniel,Orton,,Orlando Magic
1952,Gustavo,Ayon,,New Orleans Pelicans
1953,Jordan,Hamilton,,Denver Nuggets
1954,Jan,Vesely,,Washington Wizards
1955,Julyan,Stone,,Denver Nuggets
1956,Jordan,Williams,,Brooklyn Nets
1957,Darius,Morris,,Los Angeles Lakers
1958,Mychel,Thompson,,Cleveland Cavaliers
1959,Lavoy,Allen,,Philadelphia 76ers
1960,Donald,Sloan,,Atlanta Hawks
1961,Malcolm,Thomas,,San Antonio Spurs
1962,Courtney,Fortson,,LA Clippers
1963,Ryan,Reid,,Oklahoma City Thunder
1964,Greg,Smith,,Houston Rockets
1965,Eric,Dawson,,San Antonio Spurs
1966,DeAndre,Liggins,,Orlando Magic
1967,Walker,Russell,,Detroit Pistons
1968,Jeff,Foote,,New Orleans Pelicans
1969,Jerry,Smith,,Brooklyn Nets
1970,Edwin,Ubiles,,Washington Wizards
1971,Justin,Dentmon,,San Antonio Spurs
1972,Keith,Benson,,Golden State Warriors
1973,Jerome,Dyson,,New Orleans Pelicans
1974,D.J.,Kennedy,,Cleveland Cavaliers
1975,Derrick,Byars,,San Antonio Spurs
1976,Xavier,Silas,,Philadelphia 76ers
1977,Diamon,Simpson,,Houston Rockets
1978,Jared,Sullinger,,Boston Celtics
1979,Kris,Joseph,,Boston Celtics
1981,Bernard,James,,Dallas Mavericks
1982,Robert,Sacre,,Los Angeles Lakers
1984,Kevin,Murphy,,Utah Jazz
1985,Victor,Claver,,Portland Trail Blazers
1986,Joel,Freeland,,Portland Trail Blazers
1987,Terrence,Jones,,Houston Rockets
1989,Royce,White,,Houston Rockets
1990,Kim,English,,Detroit Pistons
1991,Kyle,Singler,,Detroit Pistons
1992,Nando,De Colo,,San Antonio Spurs
1993,Brian,Roberts,,New Orleans Pelicans
1994,Ben,Hansbrough,,Indiana Pacers
1995,Orlando,Johnson,,Indiana Pacers
1996,Thomas,Robinson,,Sacramento Kings
1997,Marquis,Teague,,Chicago Bulls
1998,Festus,Ezeli,,Golden State Warriors
1999,Kendall,Marshall,,Phoenix Suns
2000,Luke,Zeller,,Phoenix Suns
2001,Quincy,Miller,,Denver Nuggets
2002,Maalik,Wayns,,Philadelphia 76ers
2003,Arnett,Moultrie,,Philadelphia 76ers
2004,Tony,Wroten,,Memphis Grizzlies
2005,Perry,Jones III,,Oklahoma City Thunder
2006,Alexey,Shved,,Minnesota Timberwolves
2008,Pablo,Prigioni,,New York Knicks
2009,Chris,Copeland,,New York Knicks
2010,Doron,Lamb,,Milwaukee Bucks
2011,Jeffery,Taylor,,Charlotte Hornets
2012,Andrew,Nicholson,,Orlando Magic
2013,Tornike,Shengelia,,Brooklyn Nets
2014,Tyshawn,Taylor,,Brooklyn Nets
2015,Mirza,Teletovic,,Brooklyn Nets
2016,Scott,Machado,,Houston Rockets
2017,DeQuan,Jones,F,Orlando Magic
2018,Viacheslav,Kravtsov,,Detroit Pistons
2019,Diante,Garrett,,Phoenix Suns
2020,Quincy,Acy,,Toronto Raptors
2021,Darius,Johnson-Odom,,Los Angeles Lakers
2022,Kevin,Jones,,Cleveland Cavaliers
2023,Jarvis,Varnado,,Boston Celtics
2024,Chris,Johnson,,Memphis Grizzlies
2025,Fab,Melo,,Boston Celtics
2026,Tim,Ohlbrecht,,Houston Rockets
2027,Henry,Sims,,New Orleans Pelicans
2028,Chris,Wright,,Dallas Mavericks
2029,Josh,Akognon,,Dallas Mavericks
2030,Ryan,Kelly,,Los Angeles Lakers
2031,Erik,Murphy,,Chicago Bulls
2032,Vitor,Faverani,C,Boston Celtics
2033,Phil,Pressey,,Boston Celtics
2034,Dwight,Buycks,,Toronto Raptors
2035,Elias,Harris,,Los Angeles Lakers
2036,Ognjen,Kuzmic,,Golden State Warriors
2037,Nemanja,Nedovic,,Golden State Warriors
2038,Glen,Rice,,Washington Wizards
2039,Peyton,Siva,,Detroit Pistons
2040,Tony,Mitchell,,Detroit Pistons
2041,Gigi,Datome,,Detroit Pistons
2042,Arinze,Onuaku,,New Orleans Pelicans
2043,Jeff,Withey,,New Orleans Pelicans
2044,Nate,Wolters,,Milwaukee Bucks
2045,Miroslav,Raduljica,,Milwaukee Bucks
2046,Nick,Calathes,,Memphis Grizzlies
2047,Jamaal,Franklin,,Memphis Grizzlies
2049,Pero,Antic,,Atlanta Hawks
2050,Gal,Mekel,,Dallas Mavericks
2051,Ricky,Ledo,,Dallas Mavericks
2052,Robbie,Hummel,,Minnesota Timberwolves
2053,Shabazz,Muhammad,,Minnesota Timberwolves
2054,Brandon,Davies,,Philadelphia 76ers
2055,Hollis,Thompson,,Philadelphia 76ers
2056,Archie,Goodwin,,Phoenix Suns
2057,Dionte,Christmas,,Phoenix Suns
2058,Toure',Murry,,New York Knicks
2059,James,Southerland,,Charlotte Hornets
2060,Sergey,Karasev,,Cleveland Cavaliers
2061,Ray,McCallum,,Sacramento Kings
2062,Carrick,Felix,,Cleveland Cavaliers
2063,Chris,Smith,,New York Knicks
2064,Shane,Larkin,,Dallas Mavericks
2065,Vander,Blue,,Boston Celtics
2066,Adonis,Thomas,,Orlando Magic
2067,Chris,Babb,,Boston Celtics
2068,Tony,Mitchell,,Milwaukee Bucks
2069,Justin,Hamilton,,Charlotte Hornets
2070,Jorge,Gutierrez,,Brooklyn Nets
2071,Shane,Edwards,,Cleveland Cavaliers
2072,Casper,Ware,,Philadelphia 76ers
2074,Willie,Reed,,Sacramento Kings
2077,Kostas,Papanikolaou,,Houston Rockets
2078,PJ,Hairston,,Charlotte Hornets
2079,KJ,McDaniels,,Philadelphia 76ers
2081,Damjan,Rudez,,Indiana Pacers
2082,Shayne,Whittington,,Indiana Pacers
2083,Cory,Jefferson,,Brooklyn Nets
2084,James,Young,,Boston Celtics
2085,Lucas,Nogueira,,Toronto Raptors
2086,Jordan,Adams,,Memphis Grizzlies
2087,Jarnell,Stokes,,Memphis Grizzlies
2088,Tyler,Ennis,,Phoenix Suns
2089,Cameron,Bairstow,,Chicago Bulls
2090,Cleanthony,Early,,New York Knicks
2091,Travis,Wear,,New York Knicks
2073,Scotty,Hopson,,Oklahoma City Thunder
2092,Alex,Kirk,,Cleveland Cavaliers
2093,Zoran,Dragic,,Phoenix Suns
2094,Nick,Johnson,,Houston Rockets
2095,Andre,Dawkins,,Miami Heat
2096,Russ,Smith,,New Orleans Pelicans
2097,Patric,Young,,New Orleans Pelicans
2098,Will,Cherry,,Cleveland Cavaliers
2101,Erick,Green,,Denver Nuggets
2102,Adreian,Payne,,Atlanta Hawks
2103,Drew,Gordon,,Philadelphia 76ers
2104,Markel,Brown,,Brooklyn Nets
2108,Ronald,Roberts Jr.,,Philadelphia 76ers
2109,Damien,Inglis,,Milwaukee Bucks
2111,Mitch,McGary,,Oklahoma City Thunder
2112,Furkan,Aldemir,,Philadelphia 76ers
2113,Patrick,Christopher,,Utah Jazz
2114,Elijah,Millsap,,Utah Jazz
2115,Larry,Drew II,,Philadelphia 76ers
2116,James,Michael McAdoo,,Golden State Warriors
2118,Joffrey,Lauvergne,,Denver Nuggets
2119,Jack,Cooley,,Utah Jazz
2120,Bryce,Cotton,,Utah Jazz
2121,Jerrelle,Benimon,,Utah Jazz
2122,Jarell,Eddie,,Atlanta Hawks
2123,Jabari,Brown,,Los Angeles Lakers
2124,Sean,Kilpatrick,,Minnesota Timberwolves
2125,David,Wear,,Sacramento Kings
2126,Sim,Bhullar,,Sacramento Kings
2127,Darrun,Hilliard,,Detroit Pistons
2128,Lamar,Patterson,,Atlanta Hawks
2129,Sasha,Kaun,,Cleveland Cavaliers
2130,Tibor,Pleiss,,Utah Jazz
2131,Rashad,Vaughn,,Milwaukee Bucks
2132,Aaron,Harrison,,Charlotte Hornets
2134,Luis,Montero,,Portland Trail Blazers
2135,Marcelo,Huertas,,Los Angeles Lakers
2136,Anthony,Brown,,Los Angeles Lakers
2137,Jordan,Mickey,,Boston Celtics
2138,Edy,Tavares,,Atlanta Hawks
2140,Duje,Dukan,,Sacramento Kings
2141,Cliff,Alexander,,Portland Trail Blazers
2142,Josh,Huestis,,Oklahoma City Thunder
2143,Branden,Dawson,,LA Clippers
2144,Rakeem,Christmas,,Indiana Pacers
2145,JJ,O'Brien,,Utah Jazz
2146,Keith,Appling,,Orlando Magic
2147,Bryce,Dejean-Jones,,New Orleans Pelicans
2149,Chris,McCullough,,Brooklyn Nets
2150,Alex,Stepheson,,LA Clippers
2107,Grant,Jerrett,,Detroit Pistons
2152,Briante,Weber,G,Memphis Grizzlies
2153,Coty,Clarke,,Boston Celtics
2154,Xavier,Munford,,Memphis Grizzlies
2155,John,Holland,,Boston Celtics
2156,Mindaugas,Kuzminskas,,New York Knicks
2157,Nicolas,Laprovittola,,San Antonio Spurs
2159,Joel,Bolomboy,,Utah Jazz
2161,Kyle,Wiltjer,,Houston Rockets
2163,Michael,Gbinije,,Detroit Pistons
2110,Johnny,O'Bryant III,,Milwaukee Bucks
2165,Nicolas,Brussino,,Dallas Mavericks
2166,Paul,Zipser,,Chicago Bulls
2167,Diamond,Stone,,LA Clippers
2168,Daniel,Ochefu,,Washington Wizards
2170,Malcolm,Delaney,,Atlanta Hawks
2171,AJ,Hammons,,Dallas Mavericks
2172,Kay,Felder,,Cleveland Cavaliers
2173,Stephen,Zimmerman,,Orlando Magic
2174,Maurice,Ndour,,New York Knicks
2176,Georgios,Papagiannis,,Sacramento Kings
2177,Tim,Quarterman,,Portland Trail Blazers
2179,Marshall,Plumlee,,New York Knicks
2180,Chinanu,Onuaku,,Houston Rockets
2181,Pierre,Jackson,,Dallas Mavericks
2182,Okaro,White,,Miami Heat
2183,Mike,Tobey,,Charlotte Hornets
2184,Marcus,Georges-Hunt,,Miami Heat
2185,Brice,Johnson,,LA Clippers
2186,Ben,Bentil,,Dallas Mavericks
2187,Shawn,Long,,Philadelphia 76ers
2191,Patricio,Garino,,Orlando Magic
2192,Charles,Cooke,,New Orleans Pelicans
2193,Jalen,Jones,,New Orleans Pelicans
2195,Alec,Peters,,Phoenix Suns
2197,Matt,Williams Jr.,,Miami Heat
2169,Sheldon,Mac,,Cleveland Cavaliers
2198,Brandon,Paul,,San Antonio Spurs
2199,Dakari,Johnson,,Oklahoma City Thunder
2200,Mike,Young,,Washington Wizards
2201,Gian,Clavell,,Dallas Mavericks
2196,Mike,James,,Brooklyn Nets
24102396,Trevon,Scott,F,Cleveland Cavaliers
2203,Mangok,Mathiang,,Charlotte Hornets
2204,Marcus,Paige,,Charlotte Hornets
2206,Matt,Costello,,San Antonio Spurs
2207,Jacob,Wiley,,Brooklyn Nets
2209,Vincent,Hunter,,Memphis Grizzlies
2210,Jamil,Wilson,,LA Clippers
2212,Jacob,Pullen,,Philadelphia 76ers
2214,Yakuba,Ouattara,,Brooklyn Nets
2217,Jamel,Artis,,Orlando Magic
2218,Kyle,Collinsworth,,Dallas Mavericks
2220,Reggie,Hearn,,Detroit Pistons
2221,Nigel,Hayes,,Los Angeles Lakers
2224,James,Webb III,,Brooklyn Nets
2227,Andrew,White III,,Atlanta Hawks
2228,Trey,McKinney-Jones,,Indiana Pacers
2230,Xavier,Rathan-Mayes,,Memphis Grizzlies
2231,Rodney,Purvis,,Orlando Magic
2232,Jameel,Warney,,Dallas Mavericks
2233,Omari,Johnson,,Memphis Grizzlies
2234,Andre,Ingram,,Los Angeles Lakers
2235,Aaron,Jackson,,Houston Rockets
2236,Brian,Taylor,,LA Clippers
2237,Freeman,Williams,,LA Clippers
2238,Jerome,Whitehead,,LA Clippers
2239,Joe,Bryant,,LA Clippers
2240,Nick,Weatherspoon,,LA Clippers
2241,Sidney,Wicks,,LA Clippers
2242,Swen,Nater,,LA Clippers
2243,World,Free,,LA Clippers
2244,Don,Ford,,Los Angeles Lakers
2245,Jamaal,Wilkes,,Los Angeles Lakers
2246,Jim,Chones,,Los Angeles Lakers
2247,Kareem,Abdul-Jabbar,,Los Angeles Lakers
2248,Michael,Cooper,,Los Angeles Lakers
2249,Norm,Nixon,,Los Angeles Lakers
2250,Ron,Boone,,Los Angeles Lakers
2251,Spencer,Haywood,,Los Angeles Lakers
2252,Cedric,Maxwell,,Boston Celtics
2253,Chris,Ford,,Boston Celtics
2254,Dave,Cowens,,Boston Celtics
2255,Don,Chaney,,Boston Celtics
2256,Eric,Fernsten,,Boston Celtics
2257,Jeff,Judkins,,Boston Celtics
2258,M.L.,Carr,,Boston Celtics
2259,Nate,Archibald,,Boston Celtics
2260,Rick,Robey,,Boston Celtics
2261,Calvin,Murphy,,Houston Rockets
2262,Dwight,Jones,,Houston Rockets
2263,Major,Jones,,Houston Rockets
2264,Mike,Dunleavy,,Houston Rockets
2265,Rick,Barry,,Houston Rockets
2266,Rudy,Tomjanovich,,Houston Rockets
2267,Rudy,White,,Houston Rockets
2268,Tom,Henderson,,Houston Rockets
2269,Bob,Dandridge,,Washington Wizards
2270,Elvin,Hayes,,Washington Wizards
2271,Greg,Ballard,,Washington Wizards
2272,Kevin,Grevey,,Washington Wizards
2273,Kevin,Porter,,Washington Wizards
2274,Larry,Wright,,Washington Wizards
2275,Roger,Phegley,,Washington Wizards
2276,Wes,Unseld,,Washington Wizards
2277,Bobby,Jones,,Philadelphia 76ers
2278,Caldwell,Jones,,Philadelphia 76ers
2279,Darryl,Dawkins,,Philadelphia 76ers
2280,Doug,Collins,,Philadelphia 76ers
2281,Eric,Money,,Philadelphia 76ers
2282,Henry,Bibby,,Philadelphia 76ers
2283,Julius,Erving,,Philadelphia 76ers
2284,Steve,Mix,,Philadelphia 76ers
2285,Armond,Hill,,Atlanta Hawks
2286,Charlie,Criss,,Atlanta Hawks
2287,Dan,Roundfield,,Atlanta Hawks
2288,Eddie,Johnson,,Atlanta Hawks
2289,Jack,Givens,,Atlanta Hawks
2290,John,Drew,,Atlanta Hawks
2291,Ron,Lee,,Atlanta Hawks
2292,Steve,Hawes,,Atlanta Hawks
2293,Terry,Furlow,,Atlanta Hawks
2294,Tom,McMillen,,Atlanta Hawks
2295,Geoff,Huston,,New York Knicks
2296,Hollis,Copeland,,New York Knicks
2297,Jim,Cleamons,,New York Knicks
2298,Joe,Meriweather,,New York Knicks
2299,Larry,Demic,,New York Knicks
2300,Micheal,Ray Richardson,,New York Knicks
2301,Mike,Glenn,,New York Knicks
2302,Ray,Williams,,New York Knicks
2303,Sly,Williams,,New York Knicks
2304,Toby,Knight,,New York Knicks
2305,Abdul,Jeelani,,Portland Trail Blazers
2306,Jim,Brewer,,Portland Trail Blazers
2307,Jim,Paxson,,Portland Trail Blazers
2308,Kermit,Washington,,Portland Trail Blazers
2309,Kevin,Kunnert,,Portland Trail Blazers
2310,Larry,Steele,,Portland Trail Blazers
2311,Lionel,Hollins,,Portland Trail Blazers
2312,Ron,Brewer,,Portland Trail Blazers
2313,Tom,Owens,,Portland Trail Blazers
2314,Allan,Bristow,,Utah Jazz
2315,Ben,Poquette,,Utah Jazz
2316,Don,Williams,,Utah Jazz
2317,Greg,Deane,,Utah Jazz
2318,James,Hardy,,Utah Jazz
2319,John,Gianelli,,Utah Jazz
2320,Paul,Dawkins,,Utah Jazz
2321,Pete,Maravich,,Utah Jazz
2322,Robert,Smith,,Utah Jazz
2323,Bob,Lanier,,Detroit Pistons
2324,Bob,McAdoo,,Detroit Pistons
2325,Greg,Kelser,,Detroit Pistons
2326,Jim,McElroy,,Detroit Pistons
2327,John,Shumate,,Detroit Pistons
2328,Leon,Douglas,,Detroit Pistons
2329,Phil,Hubbard,,Detroit Pistons
2330,Roylee,Hamilton,,Detroit Pistons
2331,Terry,Duerod,,Detroit Pistons
2332,Terry,Tyler,,Detroit Pistons
2333,Billy,Knight,,Indiana Pacers
2334,Clemon,Johnson,,Indiana Pacers
2335,Dudley,Bradley,,Indiana Pacers
2336,Johnny,Davis,,Indiana Pacers
2337,Mickey,Johnson,,Indiana Pacers
2338,Mike,Bantom,,Indiana Pacers
2339,Tony,Zeno,,Indiana Pacers
2340,Calvin,Natt,,Brooklyn Nets
2341,Eddie,Jordan,,Brooklyn Nets
2342,George,Johnson,,Brooklyn Nets
2343,Jan,Van Breda Kolff,,Brooklyn Nets
2344,John,Williamson,,Brooklyn Nets
2345,Ralph,Simpson,,Brooklyn Nets
2346,Rich,Kelley,,Brooklyn Nets
2347,Bill,Willoughby,,Cleveland Cavaliers
2348,Bingo,Smith,,Cleveland Cavaliers
2349,Campy,Russell,,Cleveland Cavaliers
2350,Dave,Robisch,,Cleveland Cavaliers
2351,Earl,Tatum,,Cleveland Cavaliers
2352,John,Lambert,,Cleveland Cavaliers
2353,Kenny,Carr,,Cleveland Cavaliers
2354,Mike,Mitchell,,Cleveland Cavaliers
2355,Randy,Smith,,Cleveland Cavaliers
2356,Willie,Smith,,Cleveland Cavaliers
2357,Alvan,Adams,,Phoenix Suns
2358,Alvin,Scott,,Phoenix Suns
2359,Don,Buse,,Phoenix Suns
2360,Garfield,Heard,,Phoenix Suns
2361,Jeff,Cook,,Phoenix Suns
2362,Joel,Kramer,,Phoenix Suns
2363,Johnny,High,,Phoenix Suns
2364,Mike,Bratz,,Phoenix Suns
2365,Paul,Westphal,,Phoenix Suns
2366,Truck,Robinson,,Phoenix Suns
2367,Clifford,Ray,,Golden State Warriors
2368,John,Coughran,,Golden State Warriors
2369,John,Lucas,,Golden State Warriors
2370,Jojo,White,,Golden State Warriors
2371,Purvis,Short,,Golden State Warriors
2372,Raymond,Townsend,,Golden State Warriors
2373,Sonny,Parker,,Golden State Warriors
2374,Thomas,Wilson,,Golden State Warriors
2375,Tom,Abernethy,,Golden State Warriors
2376,Bill,Robinzine,,Sacramento Kings
2377,Billy,McKinney,,Sacramento Kings
2378,Ernie,Grunfeld,,Sacramento Kings
2379,Marlon,Redmond,,Sacramento Kings
2380,Mike,Green,,Sacramento Kings
2381,Otis,Birdsong,,Sacramento Kings
2382,Phil,Ford,,Sacramento Kings
2383,Reggie,King,,Sacramento Kings
2384,Sam,Lacey,,Sacramento Kings
2385,Scott,Wedman,,Sacramento Kings
2386,Brian,Winters,,Milwaukee Bucks
2387,Dave,Meyers,,Milwaukee Bucks
2388,Harvey,Catchings,,Milwaukee Bucks
2389,Junior,Bridgeman,,Milwaukee Bucks
2390,Kent,Benson,,Milwaukee Bucks
2391,Lloyd,Walton,,Milwaukee Bucks
2392,Marques,Johnson,,Milwaukee Bucks
2393,Quinn,Buckner,,Milwaukee Bucks
2394,Richard,Washington,,Milwaukee Bucks
2395,Alonzo,Bradley,,Houston Rockets
2396,Anthony,Roberts,,Denver Nuggets
2397,Bo,Ellis,,Denver Nuggets
2398,Bob,Wilkerson,,Denver Nuggets
2399,Charlie,Scott,,Denver Nuggets
2400,Dan,Issel,,Denver Nuggets
2401,David,Thompson,,Denver Nuggets
2402,Gary,Garland,,Denver Nuggets
2403,George,McGinnis,,Denver Nuggets
2404,John,Roche,,Denver Nuggets
2405,Kim,Hughes,,Denver Nuggets
2406,Austin,Carr,,Cleveland Cavaliers
2407,Walt,Frazier,,Cleveland Cavaliers
2408,Billy,Paultz,,San Antonio Spurs
2409,George,Gervin,,San Antonio Spurs
2410,Irv,Kiffin,,San Antonio Spurs
2411,James,Silas,,San Antonio Spurs
2412,Kevin,Restani,,San Antonio Spurs
2413,Larry,Kenon,,San Antonio Spurs
2414,Mark,Olberding,,San Antonio Spurs
2415,Mike,Evans,,San Antonio Spurs
2416,Mike,Gale,,San Antonio Spurs
2417,Paul,Griffin,,San Antonio Spurs
2418,Gus,Bailey,,Washington Wizards
2419,Phil,Chenier,,Washington Wizards
2420,Artis,Gilmore,,Chicago Bulls
2421,Coby,Dietrick,,Chicago Bulls
2422,Del,Beshore,,Chicago Bulls
2423,Mark,Landsberger,,Chicago Bulls
2424,Ollie,Johnson,,Chicago Bulls
2425,Ricky,Sobers,,Chicago Bulls
2426,Scott,May,,Chicago Bulls
2427,Corky,Calhoun,,Indiana Pacers
2428,Stan,Pietkiewicz,,LA Clippers
2429,Dennis,Johnson,,Oklahoma City Thunder
2430,Fred,Brown,,Oklahoma City Thunder
2431,Gus,Williams,,Oklahoma City Thunder
2432,James,Bailey,,Oklahoma City Thunder
2433,John,Johnson,,Oklahoma City Thunder
2434,Lonnie,Shelton,,Oklahoma City Thunder
2435,Paul,Silas,,Oklahoma City Thunder
2436,Tom,LaGarde,,Oklahoma City Thunder
2437,Roger,Brown,,Chicago Bulls
2438,Sammy,Smith,,Chicago Bulls
2439,Tom,Boswell,,Denver Nuggets
